county,reporting_agency,agency_full_name,ncic_number_county,ncic_number_city,ncic_number_agency,date_of_birth_mm,date_of_birth_dd,date_of_birth_yyyy,race,gender,custody_status,custody_offense,date_of_death_yyyy,date_of_death_mm,date_of_death_dd,custodial_responsibility_at_time_of_death,location_where_cause_of_death_occurred,facility_death_occured,manner_of_death,means_of_death
Shasta,Sheriff,Shasta County Sheriff's Department,45,00,00,2,23,1968,White,Male,Booked - Awaiting Trial,397,1986,3,25,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,12,27,1955,White,Female,Awaiting Booking,856,1986,4,2,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,1,6,1962,White,Male,Booked - Awaiting Trial,510,1986,4,3,County Jail,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,8,26,1943,White,Male,Booked - Awaiting Trial,856,1986,4,6,County Jail,Living,Local Hospital,Natural,Not Applicable
Sacramento,State,Folsom State Prison,34,01,5C,8,18,1939,Black,Male,Sentenced,400,1986,4,7,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,1,6,1956,Hispanic,Male,Sentenced,410,1986,4,14,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Los Angeles,Police,Los Angeles Police Department,19,42,00,5,9,1952,Hispanic,Male,Booked - No Charges Filed,827,1986,1,15,City Jail,Living,City Jail,Accidental,Drug Overdose
Los Angeles,State,California Youth Authority,19,04,5C,2,20,1962,Hispanic,Male,Sentenced,93,1986,1,29,CYA,Medical Treatment,Local Hospital,Natural,Not Applicable
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,6,6,1900,White,Male,Booked - Awaiting Trial,100,1986,1,30,County Jail,Medical Treatment,County jail,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,4,29,1952,Black,Male,Booked - Awaiting Trial,920,1986,2,20,None,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,0,0,1949,Hispanic,Male,Sentenced,400,1986,2,27,County Jail,Living,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,1,12,1956,White,Male,Booked - Awaiting Trial,400,1986,3,11,County Jail,Living,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,11,9,1928,White,Male,Sentenced,881,1986,3,19,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,9,12,1956,White,Male,Sentenced,200,1986,4,11,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,12,5,1950,White,Male,Sentenced,560,1986,4,11,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,10,21,1950,Black,Male,Booked - Awaiting Trial,400,1986,4,14,County Jail,Living,Local Hospital,Homicide Willful (Other Inmate),"Hands,Feet,Fists"
Contra Costa,Police,Walnut Creek Police Department,7,12,00,9,11,1961,Hispanic,Male,Booked - Awaiting Trial,400,1986,4,18,City Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,10,8,1959,White,Male,Booked - Awaiting Trial,560,1986,4,21,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,1,12,1963,Hispanic,Male,Sentenced,420,1986,12,29,CDC/CRC,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Sacramento,State,Folsom State Prison,34,01,5C,3,9,1954,Hispanic,Male,Sentenced,400,1986,4,21,CDC/CRC,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,8,12,1935,Hispanic,Male,Booked - Awaiting Trial,46,1986,4,22,County Jail,Living,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,10,4,1920,White,Male,Sentenced,0,1986,5,3,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,10,13,1949,White,Male,Sentenced,200,1986,5,4,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Sacramento,State,Folsom State Prison,34,01,5C,6,12,1946,Hispanic,Male,Sentenced,801,1986,5,9,CDC/CRC,Living,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Los Angeles,Police,Los Angeles Police Department,19,42,00,11,10,1962,Black,Male,Awaiting Booking,200,1986,1,13,None,Not Applicable,City Jail,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,9,16,1938,White,Male,Sentenced,0,1986,3,7,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,21,1951,Black,Male,Sentenced,200,1986,3,11,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,3,17,1952,White,Male,Sentenced,200,1986,4,13,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,24,1942,White,Male,Sentenced,0,1986,4,22,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,10,9,1954,Hispanic,Female,Sentenced,396,1986,5,3,County Jail,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,23,1957,Hispanic,Male,Sentenced,400,1986,5,7,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Sacramento,Sheriff,Sacramento County Sheriff's Department,34,00,00,7,9,1956,Black,Male,Booked - Awaiting Trial,850,1986,5,7,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,8,19,1932,Black,Male,Sentenced,400,1986,5,25,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,6,3,1950,Black,Male,Booked - Awaiting Trial,100,1986,5,27,County Jail,Living,State Hospital,Natural,Not Applicable
Yuba,Sheriff,Yuba County Sheriff's Department,58,00,00,4,28,1967,White,Male,Booked - Awaiting Trial,730,1986,6,3,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,5,27,1936,Black,Male,Sentenced,100,1986,6,4,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,5,8,1945,Unknown,Male,Sentenced,0,1986,6,6,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,2,17,1951,White,Male,Sentenced,700,1986,6,8,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Ventura,Police,Simi Valley Police Department,56,09,00,6,19,1957,White,Male,In Transit,836,1986,6,21,None,Not Applicable,Local Hospital,Accidental,Drug Overdose
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,8,2,1968,Asian,Male,Booked - Awaiting Trial,560,1986,6,21,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Men,36,01,5C,1,1,1940,Black,Male,Sentenced,150,1986,6,25,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Madera,Sheriff,Madera County Sheriff's Department,20,00,00,11,17,1957,Black,Male,Sentenced,0,1986,6,28,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Los Angeles,Police,Los Angeles Police Department,19,42,00,5,19,1949,Black,Male,In Transit,0,1986,1,20,None,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,24,1919,White,Male,Sentenced,100,1986,5,24,CDC/CRC,Living,Local Hospital,Accidental,Other
Solano,State,California Medical Facility,48,01,5C,8,17,1933,White,Male,Sentenced,200,1986,5,27,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,6,10,1937,Black,Male,Sentenced,400,1986,5,28,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,1,2,1947,White,Male,Sentenced,150,1986,5,30,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,7,1940,Hispanic,Male,Sentenced,881,1986,6,9,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,9,23,1955,Hispanic,Male,Sentenced,881,1986,6,13,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Contra Costa,Sheriff,Contra Costa County Sheriff's Department,7,00,00,9,8,1961,White,Male,Booked - Awaiting Trial,560,1986,6,20,County Jail,Living,State Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,28,1914,White,Male,Sentenced,700,1986,6,21,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,4,1937,White,Male,Sentenced,150,1986,6,29,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,5,14,1926,Black,Male,Sentenced,856,1986,7,14,County Jail,Living,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,3,25,1957,Hispanic,Male,Sentenced,400,1986,7,16,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Sacramento,State,Folsom State Prison,34,01,5C,1,30,1962,White,Male,Sentenced,110,1986,7,16,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,11,8,1924,Black,Male,Sentenced,822,1986,7,16,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,11,9,1915,Black,Male,Sentenced,822,1986,7,23,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,12,21,1929,White,Male,Sentenced,200,1986,1,3,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,13,1911,White,Male,Sentenced,120,1986,2,5,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,3,24,1967,White,Male,Sentenced,200,1986,2,6,County Jail,Living,County jail,Homicide Willful (Other Inmate),"Hands,Feet,Fists"
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,11,30,1955,Black,Male,Sentenced,530,1986,5,14,County Jail,Living,County jail,Suicide,"Hanging,Strangulation"
Santa Cruz,Sheriff,Santa Cruz County Sheriff's Department,44,00,00,10,25,1958,Hispanic,Female,Booked - Awaiting Trial,510,1986,6,12,County Jail,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,10,30,1935,White,Male,Sentenced,700,1986,7,4,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,15,1916,White,Male,Sentenced,120,1986,7,13,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,10,27,1947,Black,Female,Sentenced,0,1986,7,18,None,Not Applicable,None,Suicide,Other
San Luis Obispo,State,California Men's Colony,40,01,5C,4,17,1962,White,Male,Sentenced,700,1986,7,21,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,1,3,1958,Black,Male,Booked - Awaiting Trial,836,1986,7,21,None,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,1,5,1936,White,Male,Sentenced,200,1986,7,23,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,10,4,1921,White,Male,Sentenced,120,1986,7,28,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,1,22,1956,White,Male,Sentenced,400,1986,8,4,County Jail,Living,Local Hospital,Natural,Not Applicable
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,1,24,1942,White,Male,Sentenced,98,1986,8,4,County Jail,Living,Local Hospital,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,9,30,1948,Hispanic,Male,Booked - Awaiting Trial,802,1986,8,9,County Jail,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Azusa Police Department,19,05,00,10,31,1958,White,Male,Booked - Awaiting Trial,46,1986,8,5,City Jail,Living,City Jail,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,11,30,1954,White,Male,Booked - Awaiting Trial,610,1986,8,10,County Jail,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,6,1,1921,White,Male,Sentenced,560,1986,8,13,County Jail,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,8,28,1959,Hispanic,Male,Booked - Awaiting Trial,812,1986,8,17,County Jail,Living,County jail,Natural,Not Applicable
Marin,Sheriff,Marin County Sheriff's Department,21,00,00,2,7,1958,Hispanic,Male,In Transit,100,1986,8,20,None,Not Applicable,Local Hospital,Suicide,"Knife,Cutting Instrument"
San Joaquin,Sheriff,San Joaquin County Sheriff's Department,39,00,00,1,8,1961,Black,Male,Booked - Awaiting Trial,100,1986,8,27,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Fresno,Sheriff,Fresno County Sheriff's Department,10,00,00,12,22,1932,White,Male,Booked - Awaiting Trial,0,1986,3,1,County Jail,Common,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,8,24,1952,Black,Male,Sentenced,110,1986,7,14,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,27,1941,Black,Male,Sentenced,200,1986,7,18,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,4,1918,White,Male,Sentenced,420,1986,7,19,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,10,25,1923,White,Male,Sentenced,120,1986,8,6,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Sacramento,Sheriff,Sacramento County Sheriff's Department,34,00,00,10,15,1956,White,Female,Sentenced,28,1986,8,22,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Monterey,State,Correctional Training Facility,27,01,5C,6,3,1958,White,Male,Sentenced,420,1986,8,27,CDC/CRC,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Sacramento,State,Folsom State Prison,34,01,5C,11,26,1952,White,Male,Sentenced,120,1986,8,29,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Contra Costa,Police,San Pablo Police Department,7,11,00,11,6,1937,White,Male,Booked - Awaiting Trial,856,1986,1,16,City Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Men,36,01,5C,5,26,1960,Hispanic,Male,Sentenced,400,1986,5,12,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Tuolumne,State,Sierra Conservation Center,55,01,5C,9,25,1945,Hispanic,Male,Sentenced,802,1986,8,5,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,4,7,1950,Hispanic,Male,In Transit,200,1986,8,8,None,Not Applicable,Local Hospital,Other,Firearm
San Luis Obispo,State,California Men's Colony,40,01,5C,6,3,1921,White,Male,Sentenced,0,1986,8,17,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,10,27,1951,Black,Female,Booked - Awaiting Trial,28,1986,8,26,County Jail,Living,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,4,8,1941,White,Male,Sentenced,320,1986,8,26,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Amador,State,California Youth Authority,3,02,5C,6,23,1968,Hispanic,Male,Sentenced,110,1986,9,21,CYA,Living,CYA,Suicide,"Hanging,Strangulation"
San Francisco,Police,San Francisco Police Department,38,01,00,7,28,1959,White,Male,Booked - Awaiting Trial,46,1986,10,5,City Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Marin,State,San Quentin State Prison,21,01,5C,3,5,1961,Hispanic,Male,Sentenced,817,1986,10,19,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Contra Costa,Sheriff,Contra Costa County Sheriff's Department,7,00,00,9,22,1958,White,Male,Sentenced,836,1986,7,11,County Jail,Living,County jail,Homicide Willful (Other Inmate),"Hanging,Strangulation"
San Luis Obispo,State,California Men's Colony,40,01,5C,2,1,1937,Black,Male,Sentenced,700,1986,7,27,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,9,29,1900,White,Male,Sentenced,100,1986,7,31,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,9,28,1958,Black,Male,Awaiting Booking,0,1986,8,9,City Jail,Holding,Local Hospital,Accidental,Drug Overdose
Sacramento,State,Folsom State Prison,34,01,5C,10,20,1953,Black,Male,Sentenced,110,1986,9,5,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,5,23,1956,White,Male,Sentenced,580,1986,9,11,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,16,1919,White,Male,Sentenced,300,1986,9,11,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,12,12,1928,White,Male,Sentenced,700,1986,9,26,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,7,1935,White,Male,Sentenced,120,1986,10,13,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Butte,Sheriff,Butte County Sheriff's Department,4,00,00,4,28,1947,White,Male,Booked - Awaiting Trial,400,1986,10,19,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Del Norte,Sheriff,Del Norte County Sheriff's Department,8,00,00,6,7,1931,White,Male,Booked - Awaiting Trial,46,1986,10,22,County Jail,Living,County jail,Natural,Not Applicable
San Joaquin,State,Deuel Vocational Institution,39,01,5C,5,17,1934,White,Male,Sentenced,530,1986,10,28,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,1,14,1914,Black,Female,Sentenced,100,1986,10,28,None,Not Applicable,Local Hospital,Natural,Not Applicable
Yuba,Sheriff,Yuba County Sheriff's Department,58,00,00,10,17,1957,Hispanic,Male,Booked - Awaiting Trial,500,1986,11,4,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,3,30,1960,Hispanic,Male,Sentenced,120,1986,11,3,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,11,22,1955,White,Male,Sentenced,580,1986,6,4,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,1,14,1961,Hispanic,Male,Booked - Awaiting Trial,800,1986,8,16,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
San Joaquin,State,Deuel Vocational Institution,39,01,5C,6,26,1957,Hispanic,Male,Sentenced,822,1986,9,21,CDC/CRC,Common,Local Hospital,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
San Mateo,Police,Millbrae Police Department,41,10,00,9,25,1960,Asian,Male,Booked - Awaiting Trial,46,1986,10,12,City Jail,Living,City Jail,Suicide,"Hanging,Strangulation"
Los Angeles,Police,Los Angeles Police Department,19,42,00,6,9,1948,Hispanic,Male,In Transit,56,1986,5,18,None,Not Applicable,Local Hospital,Accidental,Drug Overdose
Los Angeles,Police,Redondo Beach Police Department,19,56,00,8,18,1948,White,Male,Awaiting Booking,46,1986,5,25,City Jail,Living,City Jail,Accidental,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,7,1926,White,Male,Sentenced,120,1986,6,1,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,3,26,1954,White,Male,In Transit,400,1986,6,5,None,Not Applicable,Local Hospital,Natural,Not Applicable
